Data;Cota (m);Caudal Afluente (m3/s);Caudal Efluente (m3/s);Precipitacao (mm);Evaporacao (mm);Volume Evaporado (mm3);Humidade Relativa (%)
12/11/2014;322,61;2120;2680;0;7,8;18,73;70
13/11/2014;322,58;1790;2629;0;9,9;24,02;55
14/11/2014;322,56;2146;2705;15,8;7,8;18,77;38
15/11/2014;322,55;2428;2707;3,2;11;26,53;39
16/11/2014;322,52;1870;2707;0;11;26,56;42
17/11/2014;322,48;1590;2705;0,9;7,9;18,99;78
18/11/2014;322,44;1592;2706;0,8;2,5;5,94;90
19/11/2014;322,39;1304;2694;0,1;3,3;7,93;65
20/11/2014;322,35;1570;2681;0,3;5,5;13,25;60
21/11/2014;322,31;1542;2651;0;9,8;23,4;42
22/11/2014;322,27;1588;2696;0;10,4;24,95;36
23/11/2014;322,23;1590;2697;0;10,2;24,35;48
24/11/2014;322,2;1880;2710;0;11,9;28,38;42
25/11/2014;322,16;1602;2707;0;9,7;23,19;33
26/11/2014;322,11;1327;2706;0;8,2;19,46;64
27/11/2014;322,08;1885;2711;0;8,7;20,68;55
28/11/2014;322,05;1885;2710;0;10,7;25,49;40
29/11/2014;322,01;1601;2700;0;10,8;25,57;45
30/11/2014;321,98;1536;2359;0;4,9;11,63;75
1/12/2014;321,92;1256;2901;0;9;21,28;60
2/12/2014;321,86;1481;3124;0;9;21,34;54
3/12/2014;321,81;1759;3126;0;9,5;22,35;40
4/12/2014;321,76;1765;3129;0;10,2;24,01;53
5/12/2014;321,71;1768;3130;0;11,1;26,12;36
6/12/2014;321,65;1454;3086;0;9,9;23,19;40
7/12/2014;321,6;1688;3046;0;6,9;16,18;66
8/12/2014;321,55;1687;3043;0;8,7;20,27;60
9/12/2014;321,49;1560;3185;0;5,7;13,26;55
10/12/2014;321,43;1552;3173;3,4;5,9;13,84;71
11/12/2014;321,39;2118;3197;23,7;5,6;13,09;82
12/12/2014;321,36;2390;3199;0;4,4;10,28;62
13/12/2014;321,33;2356;3164;0;8,2;18,97;61
14/12/2014;321,29;2127;3203;3,5;3,1;7,23;86
15/12/2014;321,24;1858;3202;0;7,1;16,55;85
16/12/2014;321,18;1533;3142;0,4;7,7;17,77;68
17/12/2014;321,14;2134;3206;1;4,2;9,6;83
18/12/2014;321,08;1776;3380;1,8;2,1;4,85;92
19/12/2014;321,02;1542;3143;0;7,3;16,77;56
20/12/2014;320,96;1746;3345;1;5,6;12,89;63
21/12/2014;320,89;1264;3125;0;1,3;3,01;71
22/12/2014;320,85;1833;2894;1,4;2,8;6,38;80
23/12/2014;320,85;2371;2371;0;3,3;7,52;90
24/12/2014;320,86;2318;2053;3,5;4,5;10,4;91
25/12/2014;320,86;1962;1962;0,7;5,2;11,83;75
26/12/2014;320,89;2731;1934;21,4;2,8;6,38;61
27/12/2014;320,87;1294;1825;8,5;6,8;15,59;63
28/12/2014;320,87;1770;1770;0;3;6,86;73
29/12/2014;320,86;1506;1771;9,7;1,3;2,94;95
30/12/2014;320,88;2364;1833;10;3,4;7,83;90
31/12/2014;320,89;2216;1951;3,4;0,6;1,47;91
1/1/2015;320,92;2597;1800;7,9;5,7;13,18;91
2/1/2015;320,95;2549;1751;36,5;2,8;6,34;95
3/1/2015;321;3112;1780;15,6;3,3;7,64;95
4/1/2015;321,32;10305;1735;41,4;3,2;7,5;95
5/1/2015;321,61;9853;2014;90,4;2,9;6,82;90
6/1/2015;321,61;2445;2445;42,3;1,2;2,72;98
7/1/2015;321,66;3958;2600;60,1;6;13,99;95
8/1/2015;321,72;4381;2748;40,6;5,6;12,5;95
9/1/2015;321,75;3715;2897;10,1;4,3;10,22;79
10/1/2015;321,74;2591;2863;0;5,3;12,36;50
11/1/2015;321,74;2842;2842;0;5,4;12,64;73
12/1/2015;321,73;2559;2832;0;1,2;2,87;72
13/1/2015;321,7;1974;2791;0;5,5;13,01;73
14/1/2015;321,7;2823;2823;0,2;6,3;14,88;72
15/1/2015;321,7;2693;2693;0;3,1;7,33;73
16/1/2015;321,71;3166;2894;15,6;4,1;9,6;83
17/1/2015;321,72;3249;2977;3,2;6,4;15,15;71
18/1/2015;321,75;3806;2989;6;3,7;8,62;91
19/1/2015;321,79;3959;2868;0,8;7;16,47;75
20/1/2015;321,77;2229;2775;0;5,8;13,71;69
21/1/2015;321,8;3645;2826;0;5,8;13,74;79
22/1/2015;321,79;2529;2802;0;6,2;14,64;78
23/1/2015;321,78;2525;2798;0;5,7;13,48;69
24/1/2015;321,76;2260;2806;0;5,8;13,71;44
25/1/2015;321,72;1692;2782;0;5,6;13,16;72
26/1/2015;321,73;3071;2798;0;4,6;10,77;75
27/1/2015;321,75;3343;2798;5,1;5,1;12,03;77
28/1/2015;321,75;2581;2581;0;5,2;12,17;80
29/1/2015;321,78;3260;2441;7,4;4,1;9,63;89
30/1/2015;321,83;3856;2490;71;2,9;6,86;91
31/1/2015;321,98;6342;2233;12,6;0,5;1,3;95
1/2/2015;322,09;5338;2313;10,4;4,3;10,19;86
2/2/2015;322,12;3678;2851;0;5,3;12,6;85
3/2/2015;322,22;5339;2578;14,6;3;7,25;89
4/2/2015;322,29;4484;2546;5,1;2,8;6,6;93
5/2/2015;322,39;5245;2470;7,2;6;14,29;90
6/2/2015;322,43;3602;2490;4,8;7,8;18,84;69
7/2/2015;322,54;5613;2547;13,1;3,8;9,11;82
8/2/2015;322,56;3092;2534;0;6,5;15,77;71
9/2/2015;322,57;2859;2580;0;8,2;19,69;70
10/2/2015;322,58;2666;2387;0;6,8;16,47;74
11/2/2015;322,62;3027;1909;0;3,7;9,01;80
12/2/2015;322,66;2957;1837;0;5,7;13,76;70
13/2/2015;322,68;2440;1879;0;5,2;12,66;86
14/2/2015;322,73;3273;1870;0;3,3;7,8;80
15/2/2015;322,78;3271;1866;20,9;5,5;13,37;77
16/2/2015;322,88;4681;1866;48,3;2,7;6,62;92
17/2/2015;322,97;4450;1909;13,8;5,1;12,35;74
18/2/2015;323,02;3311;1896;0;2,9;7,09;70
19/2/2015;323,07;3313;1896;0;6,3;15,42;83
20/2/2015;323,11;3037;1902;0;6,7;16,52;70
21/2/2015;323,16;3246;1825;0;3,7;9,08;84
22/2/2015;323,18;2409;1840;0;6,7;16,41;78
23/2/2015;323,2;2480;1911;0,3;0,2;0,54;94
24/2/2015;323,22;2475;1905;17,8;1,4;3,35;94
25/2/2015;323,26;3043;1903;4,6;4,8;11,78;92
26/2/2015;323,33;3894;1896;28,9;6;14,75;92
27/2/2015;323,39;3607;1892;0,2;5,9;14,53;72
28/2/2015;323,43;3024;1879;0;5,1;12,62;79
1/3/2015;323,5;3823;1815;0;3,7;9,12;70
2/3/2015;323,51;2194;1907;50,6;3,3;8,22;92
3/3/2015;323,53;2433;1858;5,6;0,5;1,19;96
4/3/2015;323,62;4468;1878;4,3;2,2;5,47;82
5/3/2015;323,7;4132;1824;0,9;4,9;12,31;73
6/3/2015;323,76;3524;1789;0;5,4;13,51;66
7/3/2015;323,82;3549;1811;0;2,4;6;77
8/3/2015;323,85;2587;1717;0;4,7;11,87;70
9/3/2015;323,86;2107;1816;0;5,6;13,92;66
10/3/2015;323,89;2714;1843;0;5,1;12,86;76
11/3/2015;323,9;2130;1840;0;5,7;14,3;70
12/3/2015;323,92;2447;1866;0;6,3;15,79;76
13/3/2015;323,93;2150;1860;0;5,9;14,89;71
14/3/2015;323,93;1694;1694;0;6,7;16,83;73
15/3/2015;323,94;2120;1829;0;7,7;19,32;78
16/3/2015;323,95;2111;1820;0;7,4;18,5;71
17/3/2015;323,96;2179;1888;0;9,9;24,89;64
18/3/2015;323,96;1843;1843;0;1,4;3,55;66
19/3/2015;323,98;2462;1880;0;5,9;14,89;84
20/3/2015;323,98;1883;1883;0;7,4;18,69;70
21/3/2015;324,01;2371;1497;0;4,5;11,32;78
22/3/2015;324,05;2613;1446;0;4,8;12,19;86
23/3/2015;324,07;2016;1433;0;5,2;12,98;82
24/3/2015;324,09;1999;1415;0;5,5;13,95;80
25/3/2015;324,12;2387;1510;0;6,1;15,33;63
26/3/2015;324,14;2391;1806;0;5,3;13,26;59
27/3/2015;324,16;2138;1553;0;7,2;18,2;59
28/3/2015;324,17;1933;1640;0;3,7;9,3;64
29/3/2015;324,19;2221;1635;0;5;7,59;80
30/3/2015;324,19;1851;1851;14,7;1,8;4,56;89
31/3/2015;324,2;2151;1858;0,2;3,2;7,97;95
1/4/2015;324,22;2445;1859;1;5;12,55;85
2/4/2015;324,25;2690;1810;0;4,1;10,25;75
3/4/2015;324,26;2174;1880;0;3,9;9,96;89
4/4/2015;324,27;2154;1860;0;5,7;14,35;79
5/4/2015;324,28;2058;1764;0;3,6;9,06;55
6/4/2015;324,28;1861;1861;0;6,9;17,37;66
7/4/2015;324,27;1573;1867;0;3,6;9,21;74
8/4/2015;324,27;1718;1718;6;3,9;9,89;85
9/4/2015;324,27;1765;1765;0;2,8;6,97;70
10/4/2015;324,29;2447;1859;3,5;3,1;7,74;86
11/4/2015;324,29;1731;1731;0;3,8;9,75;70
12/4/2015;324,28;1531;1824;0;7,3;18,62;71
13/4/2015;324,3;2432;1844;0;5;12,8;75
14/4/2015;324,32;2440;1852;0;3,9;9,78;80
15/4/2015;324,32;1876;1876;0;7,3;18,52;71
16/4/2015;324,32;1869;1869;0;0,2;0,61;79
17/4/2015;324,39;3924;1863;19,4;0,9;2,29;75
18/4/2015;324,37;1242;1831;0,3;3,2;8,16;87
19/4/2015;324,4;2663;1780;0,9;2,5;6,28;97
20/4/2015;324,42;2444;1854;0;3,5;8,96;94
21/4/2015;324,4;1284;1874;0;5,3;13,55;82
22/4/2015;324,4;1869;1869;0;2,4;6,01;80
23/4/2015;324,41;2165;1870;0,2;4,8;12,22;74
24/4/2015;324,41;1881;1881;0;4,7;12,07;78
25/4/2015;324,42;2179;1884;0;3,5;8,81;79
26/4/2015;324,42;1845;1845;0;5;12,79;66
27/4/2015;324,43;2153;1858;0;7,5;19,21;64
28/4/2015;324,43;1837;1837;0;4;10,09;61
29/4/2015;324,44;2111;1816;0;5,1;13,05;57
30/4/2015;324,42;1299;1889;0;5,2;13,35;41
1/5/2015;324,42;1843;1843;0;5,8;14,85;38
2/5/2015;324,42;1874;1874;0;5;12,71;54
3/5/2015;324,42;1875;1875;0;4,8;12,18;69
4/5/2015;324,41;1591;1885;0;4,6;11,79;80
5/5/2015;324,41;1873;1873;0;4,9;12,58;71
6/5/2015;324,42;2180;1886;0;5,2;13,14;54
7/5/2015;324,39;1004;1888;0;6,2;15,68;48
8/5/2015;324,37;1248;1837;0;3,9;10;87
9/5/2015;324,4;2774;1890;0;1,6;4,17;78
10/5/2015;324,4;1868;1868;0;3,9;9,81;70
11/5/2015;324,39;1571;1866;0;4,6;11,62;72
12/5/2015;324,39;1858;1858;0;5;12,65;75
13/5/2015;324,39;1865;1865;0;4,8;12,17;65
14/5/2015;324,4;2160;1865;0;4,7;11,97;53
15/5/2015;324,39;1449;1744;0;6,5;16,4;41
16/5/2015;324,4;2178;1883;0;6,6;16,81;42
17/5/2015;324,4;1870;1870;0;3,4;8,71;56
18/5/2015;324,4;1865;1865;0;3,1;7,84;78
19/5/2015;324,4;1890;1890;0;4,2;10,62;72
20/5/2015;324,39;1582;1877;0;4,3;11,05;73
21/5/2015;324,39;1860;1860;0;3,9;10;72
22/5/2015;324,39;1852;1852;0;3,4;8,7;88
23/5/2015;324,38;1586;1881;0;3,6;9,24;78
24/5/2015;324,37;1564;1858;0;3,5;8,96;78
25/5/2015;324,37;1865;1865;0;3,9;9,9;68
26/5/2015;324,37;1874;1874;0;4,4;11,15;51
27/5/2015;324,36;1565;1860;0;5,2;13,28;74
28/5/2015;324,37;2157;1862;0;3,4;8,7;74
29/5/2015;324,37;1704;1704;0;5,9;15,11;77
30/5/2015;324,38;1679;1384;0;4,7;11,83;49
31/5/2015;324,39;1658;1363;0;3,6;9,24;74
1/6/2015;324,41;1963;1374;0;5,4;13,65;86
2/6/2015;324,44;2332;1447;0;4,2;10,73;60
3/6/2015;324,47;2327;1441;0;3,4;8,59;90
4/6/2015;324,48;1649;1353;0;2,8;7,2;52
5/6/2015;324,47;1134;1429;0;6,8;17,31;54
6/6/2015;324,49;1995;1404;0;4,8;12,27;78
7/6/2015;324,49;1467;1467;0;3,1;7,91;63
8/6/2015;324,5;1752;1456;0;4,7;11,9;64
9/6/2015;324,49;1531;1826;0;4,4;11,26;61
10/6/2015;324,5;1902;1606;0;4,3;10,95;75
11/6/2015;324,51;1632;1337;0;1,9;4,93;80
12/6/2015;324,52;1785;1489;0;3,4;8,69;73
13/6/2015;324,53;1780;1484;0;3,7;9,51;70
14/6/2015;324,55;2023;1432;0;3;7,75;54
15/6/2015;324,56;1969;1673;0;3,5;8,98;74
16/6/2015;324,57;2115;1819;0;4,1;10,54;69
17/6/2015;324,58;2085;1789;0;4,1;10,49;50
18/6/2015;324,58;1832;1832;0;4,9;12,56;40
19/6/2015;324,57;1565;1861;0;4,3;10,97;81
20/6/2015;324,55;1222;1814;0;3,7;9,46;83
21/6/2015;324,56;2155;1859;0;0,3;0,66;84
22/6/2015;324,56;1789;1789;2,7;3,4;8,7;77
23/6/2015;324,57;2137;1841;0;2,5;6,29;82
24/6/2015;324,58;2020;1724;0;3;7,73;87
25/6/2015;324,57;1475;1771;0;3;7,63;75
26/6/2015;324,55;1221;1813;0;4;10,18;84
27/6/2015;324,56;2079;1783;0;4;10,11;75
28/6/2015;324,58;2185;1592;0;4;10,27;71
29/6/2015;324,57;1478;1774;0;3,6;9,17;66
30/6/2015;324,57;1850;1850;0;4,4;11,16;65
1/7/2015;324,57;1768;1768;0;3,7;9,52;82
2/7/2015;324,57;1785;1785;1,8;3,7;9,52;97
3/7/2015;324,57;1805;1805;0;4,1;10,54;84
4/7/2015;324,56;1498;1794;0;3,5;8,87;78
5/7/2015;324,56;1846;1846;0;3,2;8,29;62
6/7/2015;324,55;1525;1821;0;4;10,1;64
7/7/2015;324,54;1578;1874;0;2,5;6,29;82
8/7/2015;324,53;1578;1874;0;2,6;6,59;88
9/7/2015;324,53;1704;1704;0;4,4;11,25;67
10/7/2015;324,52;1502;1797;0;4,6;11,83;61
11/7/2015;324,52;1826;1826;0;2,7;7;82
12/7/2015;324,53;2054;1759;0;4,7;11,97;55
13/7/2015;324,53;1811;1811;0;3,5;8,9;46
14/7/2015;324,51;1256;1848;0;6,6;16,81;51
15/7/2015;324,51;1798;1798;0;4,3;11,08;64
16/7/2015;324,52;2160;1865;0;5,8;14,71;57
17/7/2015;324,52;1848;1848;0;6,3;16,2;46
18/7/2015;324,52;1837;1837;0;5,9;15,07;40
19/7/2015;324,52;1853;1853;0;5,6;14,3;46
20/7/2015;324,5;1164;1756;0;4,4;11,34;64
21/7/2015;324,5;1774;1774;0;3,4;8,78;80
22/7/2015;324,48;1252;1843;0;3,9;9,95;80
23/7/2015;324,48;1866;1866;0;4;10,21;84
24/7/2015;324,48;1878;1878;0;4,9;12,41;49
25/7/2015;324,48;1837;1837;0;4,3;11,05;47
26/7/2015;324,48;1836;1836;0;5,5;14,02;49
27/7/2015;324,47;1488;1784;0;3;7,55;81
28/7/2015;324,46;1513;1808;0;3,9;9,83;67
29/7/2015;324,46;1832;1832;0;5,2;13,35;67
30/7/2015;324,47;2152;1856;0;4,1;10,38;45
31/7/2015;324,45;1216;1806;0;6,4;16,25;42
1/8/2015;324,43;1293;1884;0;5,1;12,92;68
2/8/2015;324,42;1533;1828;0;4,4;11,21;85
3/8/2015;324,42;1853;1853;0;5;12,68;55
4/8/2015;324,44;2454;1864;0;4,3;11,06;60
5/8/2015;324,44;1407;1407;0;5,3;13,61;44
6/8/2015;324,43;1188;1483;0;1,9;4,84;45
7/8/2015;324,43;1474;1474;0;4,3;11,03;83
8/8/2015;324,45;2066;1476;0;4,8;12,26;65
9/8/2015;324,46;1783;1488;0;5;12,78;64
10/8/2015;324,47;1736;1441;0;6,3;15,98;43
11/8/2015;324,48;1867;1572;0;5,1;13,09;57
12/8/2015;324,45;1660;2546;0;5,8;14,78;53
13/8/2015;324,44;2675;2970;0;6,6;16,75;50
14/8/2015;324,41;1766;2651;0;7,2;18,42;34
15/8/2015;324,4;1601;1895;0;5,6;14,21;51
16/8/2015;324,4;1657;1657;0;5,3;13,49;68
17/8/2015;324,4;1654;1654;0;8,2;20,77;65
18/8/2015;324,39;1435;1729;0;5,8;14,86;55
19/8/2015;324,39;1835;1835;0;6;15,38;54
20/8/2015;324,38;1493;1788;0;6,6;16,9;47
21/8/2015;324,38;1842;1842;0;6,8;17,2;58
22/8/2015;324,38;1834;1834;0;6,5;16,59;57
23/8/2015;324,38;1717;1717;0;3,2;8,04;78
24/8/2015;324,38;1714;1714;0;5,3;13,38;84
25/8/2015;324,37;1453;1747;0;5,9;15,04;65
26/8/2015;324,36;1604;1899;0;6,1;15,49;55
27/8/2015;324,36;1812;1812;0;5,8;14,75;61
28/8/2015;324,36;1874;1874;0;7,1;17,98;78
29/8/2015;324,37;2055;1760;0;8;20,3;39
30/8/2015;324,37;1644;1644;0;6,7;16,94;52
31/8/2015;324,37;1742;1742;0;6,7;16,99;49
1/9/2015;324,36;1486;1780;0;6,4;16,38;39
2/9/2015;324,36;1878;1878;0;8,2;20,91;32
3/9/2015;324,35;1547;1841;0;7,1;18,15;39
4/9/2015;324,34;1579;1874;0;4,3;11,02;74
5/9/2015;324,32;1283;1871;0;4,7;12,01;75
6/9/2015;324,3;1296;1884;0;4,9;12,41;68
7/9/2015;324,28;1171;1759;0;6,2;15,74;64
8/9/2015;324,27;1549;1843;0;8,7;22,13;39
9/9/2015;324,24;947;1827;0;8,5;21,61;30
10/9/2015;324,23;1589;1882;0;6,6;16,81;31
11/9/2015;324,22;1591;1885;0;5,4;13,71;32
12/9/2015;324,19;1008;1887;0;7,1;17,88;34
13/9/2015;324,13;22;1779;0;0,8;2,02;40
14/9/2015;324,14;2115;1822;0;3,9;9,92;67
15/9/2015;324,15;2123;1830;0;3,3;8,26;64
16/9/2015;324,12;750;1627;0;7,9;19,83;55
17/9/2015;324,09;1203;2080;0;6,6;16,53;35
18/9/2015;324,05;918;2085;0;8,7;22,04;31
19/9/2015;324,01;893;2060;0;6,5;16,27;64
20/9/2015;323,98;892;1766;0;5,5;13,88;79
21/9/2015;323,97;1501;1792;0;6,2;15,49;71
22/9/2015;323,94;992;1865;0;7,2;18,15;55
23/9/2015;323,9;700;1863;0;9,1;22,76;36
24/9/2015;323,88;1249;1830;0;8,3;20,8;40
25/9/2015;323,84;719;1880;0;8,5;21,39;65
26/9/2015;323,83;1592;1882;0;5,8;14,56;78
27/9/2015;323,82;1598;1888;0;7,9;19,66;54
28/9/2015;323,81;1592;1882;0;8,9;22,35;40
29/9/2015;323,79;1290;1869;0;9,5;23,79;36
30/9/2015;323,76;1001;1869;0;8,1;20,15;67
1/10/2015;323,74;1282;1860;0;6;15,04;50
2/10/2015;323,72;1320;1898;0;7,9;19,65;77
3/10/2015;323,69;1021;1887;0;10,3;25,8;57
4/10/2015;323,66;1006;1872;0;8,9;22,3;57
5/10/2015;323,63;970;1835;0;8,3;20,75;53
6/10/2015;323,6;1015;1879;0;9,7;24,24;44
7/10/2015;323,55;454;1893;0;8,8;21,9;44
8/10/2015;323,53;1258;1833;0;11,1;27,62;39
9/10/2015;323,49;737;1886;0;9,9;24,67;33
10/10/2015;323,47;1313;1886;0;9,6;23,8;34
11/10/2015;323,45;1261;1834;0;8,7;21,51;51
12/10/2015;323,42;997;1857;0;10;24,86;47
13/10/2015;323,4;1333;1906;0;10;24,66;50
14/10/2015;323,38;1326;1899;0;10,5;26,03;38
15/10/2015;323,35;963;1821;0;10;24,6;34
16/10/2015;323,32;1034;1891;0;10,5;25,82;38
17/10/2015;323,28;712;1854;0;7,5;18,43;66
18/10/2015;323,24;759;1900;0;6,2;15,18;72
19/10/2015;323,2;771;1910;0;8,6;21,26;63
20/10/2015;323,16;747;1885;0;9,4;23,15;52
21/10/2015;323,12;760;1897;0;9,1;22,34;58
22/10/2015;323,08;768;1904;0;9,5;23,29;62
23/10/2015;323,04;771;1905;0;6,3;15,46;68
24/10/2015;323,01;1062;1912;0;8,5;20,73;66
25/10/2015;323;1611;1894;0;8,9;21,71;56
26/10/2015;322,97;1005;1853;0;9,5;23,28;41
27/10/2015;322,95;1188;1753;0;8,3;20,17;62
28/10/2015;322,93;1293;1858;0;7,9;19,37;65
29/10/2015;322,91;1349;1914;0;7,8;18,97;54
30/10/2015;322,9;1627;1909;0;7,1;17,25;56
31/10/2015;322,88;1346;1911;0;8,9;21,78;51
1/11/2015;322,86;1332;1896;0;9,8;23,77;41
2/11/2015;322,83;993;1838;0;9,2;22,49;40
3/11/2015;322,8;1038;1882;0;6,8;16,59;52
4/11/2015;322,76;634;1759;4,8;1,6;3,99;92
5/11/2015;322,72;773;1896;0;4,3;10,49;68
6/11/2015;322,69;1061;1902;0;7;17,01;62
7/11/2015;322,65;782;1903;0;8,5;20,65;47
8/11/2015;322,62;1042;1882;0;9,5;23;40
9/11/2015;322,59;1077;1916;0;10,3;24,94;40
10/11/2015;322,55;806;1923;0;11,6;27,97;51
11/11/2015;322,52;1015;1853;0;10,4;24,98;41
12/11/2015;322,5;1364;1922;0;10,9;26,21;32
13/11/2015;322,48;1364;1922;0;10,7;25,81;32
14/11/2015;322,45;1079;1915;0;9,5;22,93;31
15/11/2015;322,42;1031;1866;0;9,6;23,01;35
16/11/2015;322,39;947;1781;0;11,3;27,2;51
17/11/2015;322,36;913;1746;47,4;5,9;14,1;70
18/11/2015;322,34;1363;1918;0;8,3;19,93;59
19/11/2015;322,31;690;1522;0;9;21,64;62
20/11/2015;322,29;939;1494;0;7,8;18,68;71
21/11/2015;322,29;1478;1478;0;8,6;20,69;48
22/11/2015;322,3;1629;1352;0;10,6;25,43;31
23/11/2015;322,28;677;1231;37,5;4,7;11,13;77
24/11/2015;322,28;1187;1187;0;8,3;19,92;68
25/11/2015;322,28;1364;1364;0;8,5;20,41;55
26/11/2015;322,28;1461;1461;0;10,3;24,53;43
27/11/2015;322,26;924;1478;0;11;26,33;39
28/11/2015;322,21;306;1689;0;6,9;16,58;59
29/11/2015;322,22;1899;1622;11,5;3,5;8,35;95
30/11/2015;322,19;995;1824;0;6,2;14,74;75
1/12/2015;322,15;829;1933;0;8,3;19,69;64
2/12/2015;322,11;750;1853;0;9,2;21,82;80
3/12/2015;322,07;763;1864;0;8;19,04;55
4/12/2015;322,03;798;1899;0;9,7;23,01;72
5/12/2015;321,99;829;1928;0;7;16,73;66
6/12/2015;321,96;1083;1907;0;8,8;20,84;72
7/12/2015;321,93;1067;1889;0;10,1;23,95;62
8/12/2015;321,9;1077;1899;0;10,1;23,88;62
9/12/2015;321,88;1381;1928;0;10;23,72;66
10/12/2015;321,88;1893;1893;0;10,7;25,35;55
11/12/2015;321,86;1299;1847;0;10,9;25,7;57
12/12/2015;321,84;1341;1888;0;10;23,73;67
13/12/2015;321,82;1311;1857;0;7,4;17,46;63
14/12/2015;321,8;1158;1704;3;8,1;19,22;76
15/12/2015;321,78;1283;1829;17,5;6,5;15,42;71
16/12/2015;321,75;1075;1893;10,1;2,7;6,43;85
17/12/2015;321,72;1111;1928;0;5,5;12,98;65
18/12/2015;321,69;1113;1930;7;3,2;7,41;90
19/12/2015;321,66;1074;1890;1,8;3,7;8,59;86
20/12/2015;321,65;1648;1920;4;2,2;5,17;92
21/12/2015;321,66;2169;1897;4,2;6,1;14,43;74
22/12/2015;321,65;1602;1874;0;6,6;15,46;65
23/12/2015;321,63;1322;1865;0;7,4;17,25;66
24/12/2015;321,6;1117;1932;0,7;4,9;11,49;79
25/12/2015;321,58;1149;1691;0,6;3,7;8,65;76
26/12/2015;321,57;1574;1845;0;3;6,93;74
27/12/2015;321,54;1034;1847;1,3;6,2;14,61;78
28/12/2015;321,49;539;1893;0;7;16,43;70
29/12/2015;321,45;740;1822;2;6,7;15,69;77
30/12/2015;321,42;1114;1924;0;6,7;15,63;73
31/12/2015;321,38;809;1888;0;9;21,03;62
1/1/2016;321,34;866;1943;0;8;18,55;67
2/1/2016;321,31;971;1778;0;9,9;23,12;57
3/1/2016;321,28;954;1761;0;8,3;19,24;53
4/1/2016;321,25;1084;1890;0;6,6;15,21;69
5/1/2016;321,23;1268;1805;0;8,2;18,98;60
6/1/2016;321,21;1407;1944;0;9,7;22,42;62
7/1/2016;321,2;1659;1927;0;7,5;17,27;52
8/1/2016;321,19;1516;1784;0;12,2;28,27;45
9/1/2016;321,17;1301;1837;0;5,3;12,29;70
10/1/2016;321,14;1032;1835;0;9;20,9;55
11/1/2016;321,11;1053;1855;0;7,8;18,11;65
12/1/2016;321,07;882;1951;0;9,9;22,85;58
13/1/2016;321,04;1135;1936;0;9;20,77;62
14/1/2016;321;803;1870;0;6,3;14,4;55
15/1/2016;320,96;873;1938;3;3,4;7,76;71
16/1/2016;320,93;1143;1942;7,2;4;9,29;78
17/1/2016;320,89;820;1883;8;2,4;5,4;95
18/1/2016;320,85;899;1961;2,4;3;6,83;84
19/1/2016;320,81;886;1946;0;5;11,5;79
20/1/2016;320,77;902;1961;0;7;15,9;68
21/1/2016;320,72;642;1964;0;7,9;17,96;59
22/1/2016;320,67;624;1945;0;7,6;17,28;57
23/1/2016;320,65;1416;1943;0;8,4;19,08;86
24/1/2016;320,64;1652;1916;0;7,9;18,01;70
25/1/2016;320,63;1680;1944;0;7,9;18,07;54
26/1/2016;320,62;1637;1901;0,1;6,9;15,74;84
27/1/2016;320,63;2044;1781;68,5;1,5;3,44;91
28/1/2016;320,61;1394;1921;3,4;4;9,01;86
29/1/2016;320,59;1437;1963;2;5,1;11,51;89
30/1/2016;320,59;1931;1931;41,5;2,1;4,8;96
31/1/2016;320,61;2275;1749;9,1;4,6;20,7;90
1/2/2016;320,61;1848;1848;6,4;3,9;8,96;77
2/2/2016;320,62;2228;1964;0;5,4;12,38;75
3/2/2016;320,62;1964;1964;0;3,4;7,69;61
4/2/2016;320,61;1701;1964;0;4,1;9,43;74
5/2/2016;320,59;1424;1951;0;5,2;11,86;75
6/2/2016;320,59;1953;1953;0;5,4;12,26;73
7/2/2016;320,62;2754;1964;0;6,4;14,66;71
8/2/2016;320,64;2490;1963;0;9,4;21,31;50
9/2/2016;320,67;2752;1960;3,4;4,7;10,59;72
10/2/2016;320,69;2435;1907;0;7;15,93;60
11/2/2016;320,7;2199;1935;0;6,3;14,25;57
12/2/2016;320,68;1426;1954;0;5,7;12,95;56
13/2/2016;320,67;1661;1925;0;5;11,33;66
14/2/2016;320,65;1358;1886;0;7,1;16,15;70
15/2/2016;320,63;1341;1869;0;3,3;7,42;70
16/2/2016;320,61;1391;1918;16,8;4,8;10,83;74
17/2/2016;320,58;1061;1850;0;6,5;14,76;80
18/2/2016;320,55;1119;1908;0;6,3;14,34;72
19/2/2016;320,53;1382;1908;0;6,9;15,62;79
20/2/2016;320,53;1934;1934;0;7,7;17,53;66
21/2/2016;320,54;2153;1890;0;7,7;17,39;58
22/2/2016;320,53;1674;1937;0;6,8;15,39;60
23/2/2016;320,52;1635;1898;2,4;5,3;12,01;89
24/2/2016;320,5;1355;1880;5,5;6,4;14,55;79
25/2/2016;320,48;1415;1940;0;5,5;12,56;83
26/2/2016;320,47;1665;1927;0;5,7;12,87;76
27/2/2016;320,45;1439;1963;0;6,4;14,55;73
28/2/2016;320,47;2491;1967;28,3;2,9;6,48;86
29/2/2016;320,45;1154;1678;15,3;4,2;9,49;88
1/3/2016;320,42;1037;1823;0,8;3,8;8,6;87
2/3/2016;320,4;1442;1966;6,8;5;11,38;88
3/3/2016;320,41;2109;1848;1,1;4,4;9,91;82
4/3/2016;320,39;1412;1935;0;6,7;15,17;87
5/3/2016;320,37;1452;1975;0;6,6;14,8;84
