Data;Cota (m);Caudal Afluente (m3/s);Caudal Efluente (m3/s);Precipitacao (mm);Evaporacao (mm);Volume Evaporado (mm3);Humidade Relativa (%)
6/3/2016;320,35;1450;1973;1,2;4,5;10,25;92
7/3/2016;320,34;1621;1883;0;4,2;9,44;70
8/3/2016;320,34;1784;1784;0;6,8;15,25;60
9/3/2016;320,33;1494;1755;0;7,3;16,56;61
10/3/2016;320,31;1430;1952;0;6;13,62;65
11/3/2016;320,28;1196;1979;0;7,2;16,24;64
12/3/2016;320,26;1372;1893;6,1;3,8;8,51;97
13/3/2016;320,23;1117;1898;0;6,2;14,03;81
14/3/2016;320,2;1125;1905;0;6,4;14,29;69
15/3/2016;320,16;939;1978;0;6,5;14,64;71
16/3/2016;320,12;903;1942;0;4,4;9,8;82
17/3/2016;320,11;1611;1871;8,6;3,1;6,86;81
18/3/2016;320,09;1346;1864;0;5,5;12,23;80
19/3/2016;320,07;1456;1974;0;2,2;5,02;68
20/3/2016;320,09;2358;1840;0;2,3;5,06;82
21/3/2016;320,12;2640;1862;14,6;5,9;13,26;81
22/3/2016;320,1;1331;1849;0,4;1,1;2,4;88
23/3/2016;320,07;1203;1981;3,1;1,3;2,89;90
24/3/2016;320,07;1982;1982;4,2;2,3;5,1;89
25/3/2016;320,07;1955;1955;0;4,5;10,07;82
26/3/2016;320,09;2374;1855;0;4,6;10,25;78
27/3/2016;320,11;2336;1817;0;5,4;12,09;62
28/3/2016;320,11;1832;1832;0;6,8;15,14;66
29/3/2016;320,08;1129;1907;0;6,6;14,78;66
30/3/2016;320,05;1209;1986;0;6,6;14,86;64
31/3/2016;320,03;1470;1988;0;6,1;13,57;56
1/4/2016;320;1211;1987;0;5,8;12,96;72
2/4/2016;319,98;1454;1970;0;6,2;13,75;71
3/4/2016;319,97;1137;1395;0;5,7;12,63;84
4/4/2016;319,95;1253;1769;7,7;4,8;10,62;88
5/4/2016;319,93;1346;1862;13,3;5,4;12,13;84
6/4/2016;319,9;1008;1781;0;4,9;10,96;74
7/4/2016;319,87;1033;1806;2,4;2,5;5,61;93
8/4/2016;319,84;1033;1805;4,1;3;6,61;89
9/4/2016;319,85;1532;1275;0,7;1,4;3;84
10/4/2016;319,82;860;1631;1,5;0,1;0,22;96
11/4/2016;319,79;955;1726;2,2;2,9;6,46;93
12/4/2016;319,76;1086;1856;0;3,9;8,6;80
13/4/2016;319,72;969;1994;0;4,1;9,11;83
14/4/2016;319,68;970;1995;0;6,2;13,61;66
15/4/2016;319,64;913;1937;0;5,4;11,85;69
16/4/2016;319,61;1186;1952;0;4,2;9,36;78
17/4/2016;319,58;1186;1952;0;5,8;12,86;74
18/4/2016;319,56;1462;1972;0;5,3;11,59;68
19/4/2016;319,53;1184;1948;0;5,1;11,3;74
20/4/2016;319,5;1201;1965;0;5,2;11,48;72
21/4/2016;319,47;1235;1998;0;5,9;12,97;55
22/4/2016;319,43;878;1895;0;5,7;12,49;52
23/4/2016;319,41;1409;1917;0;9,6;21,04;70
24/4/2016;319,37;934;1949;0;3,7;8,06;62
25/4/2016;319,33;990;2003;0;4,9;10,77;77
26/4/2016;319,29;931;1943;0;6;13,21;72
27/4/2016;319,26;1191;1949;0;5,3;11,66;67
28/4/2016;319,24;1343;1848;0;3,9;8,46;70
29/4/2016;319,2;855;1864;0;3,3;7,28;61
30/4/2016;319,17;1164;1920;0;4,1;8,84;72
1/5/2016;319,12;614;1873;0;7;15,27;60
2/5/2016;319,07;682;1938;0;2,7;5,95;78
3/5/2016;319,04;1250;2003;0;3,3;7,2;88
4/5/2016;319;1008;2011;0;5,6;12,03;60
5/5/2016;318,97;1238;1989;0;3,7;7,9;80
6/5/2016;318,93;901;1902;0;4,4;9,49;66
7/5/2016;318,89;1002;2002;0;5;10,7;71
8/5/2016;318,84;612;1859;0;2,8;6,08;73
9/5/2016;318,8;967;1964;3,2;4,5;9,65;84
10/5/2016;318,75;640;1884;0;2;4,3;80
11/5/2016;318,7;733;1975;0;3,7;7,98;78
12/5/2016;318,68;1532;2028;0;4;8,53;68
13/5/2016;318,66;1128;1624;0;5,9;12,55;57
14/5/2016;318,64;1010;1506;0;5,5;11,73;52
15/5/2016;318,62;1013;1508;0;5,6;12,03;58
16/5/2016;318,6;1073;1568;0;4;8,56;73
17/5/2016;318,59;1237;1484;0;4,5;9,54;73
18/5/2016;318,58;1227;1474;0;2,4;5,08;73
19/5/2016;318,56;1091;1585;4,5;1,8;3,8;93
20/5/2016;318,54;1091;1586;1,1;2,8;5,89;81
21/5/2016;318,52;992;1485;0;2,4;5,12;72
22/5/2016;318,5;965;1459;1;2,8;5,97;88
23/5/2016;318,47;1006;1746;0;3,5;7,34;77
24/5/2016;318,43;884;1870;0;3,9;8,31;68
25/5/2016;318,39;918;1902;0;3,8;8,03;66
26/5/2016;318,34;802;2030;0;4,3;9,2;76
27/5/2016;318,29;675;1901;0;3,8;7,96;74
28/5/2016;318,24;814;2038;0;3,3;6,89;78
29/5/2016;318,19;628;1850;0;3,7;7,87;64
30/5/2016;318,15;826;1803;0;3,1;6,43;78
31/5/2016;318,15;1803;1803;0;3,8;6,43;61
1/6/2016;318,07;1086;1705;0;3,9;8,16;52
2/6/2016;318,03;700;1672;0;4,1;8,66;57
3/6/2016;318,03;1385;1385;0;4,5;9,49;64
4/6/2016;318,02;1236;1479;0;3,9;8,23;62
5/6/2016;317,99;903;1631;0;4,7;9,81;75
6/6/2016;317,95;748;1719;0;2;4,23;77
7/6/2016;317,91;812;1781;5,2;3,4;7,01;92
8/6/2016;317,89;1245;1729;1,3;3,2;6,62;81
9/6/2016;317,86;1010;1735;0;2,8;5,85;72
10/6/2016;317,83;1021;1746;0;3,3;6,93;76
11/6/2016;317,8;1009;1733;0;4,3;9,01;48
12/6/2016;317,77;978;1701;0;3,8;7,98;68
13/6/2016;317,74;970;1693;12,5;1,5;3,02;96
14/6/2016;317,71;984;1706;0;2,5;5,09;84
15/6/2016;317,68;982;1704;0;2,9;6,11;62
16/6/2016;317,65;1004;1725;0;4,4;9,05;54
17/6/2016;317,62;999;1718;0;4,2;8,71;48
18/6/2016;317,59;919;1638;0;3,4;7,04;85
19/6/2016;317,57;732;1211;0;3,3;6,89;64
20/6/2016;317,56;1193;1433;0;5,8;11,89;54
21/6/2016;317,54;947;1425;0;5;10,4;49
22/6/2016;317,51;739;1456;0;3,4;6,98;60
23/6/2016;317,48;736;1452;1;2,6;5,32;95
24/6/2016;317,45;754;1470;1,4;3,1;6,31;65
25/6/2016;317,42;704;1419;0;3,4;7;68
26/6/2016;317,4;740;1217;0;3,9;8,11;65
27/6/2016;317,38;1356;1832;0;3,2;6,62;72
28/6/2016;317,37;1431;1669;0;4;8,12;62
29/6/2016;317,34;1035;1749;0;4,7;9,55;57
30/6/2016;317,31;1019;1732;0;4,4;9,03;62
1/7/2016;317,28;1006;1718;0;3,4;6,97;63
2/7/2016;317,26;1305;1779;0;4,5;9,22;45
3/7/2016;317,23;952;1663;0;1,4;2,87;79
4/7/2016;317,2;1057;1768;7,4;2,4;4,83;94
5/7/2016;317,17;1049;1759;0;0,7;1,43;80
6/7/2016;317,14;1113;1822;0;3,3;6,82;75
7/7/2016;317,11;1103;1812;0;3,9;7,87;64
8/7/2016;317,08;1064;1772;0;1,3;2,63;70
9/7/2016;317,05;1014;1721;0,8;2,6;5,23;84
10/7/2016;317,03;1180;1650;0;2,6;5,21;75
11/7/2016;317,01;1322;1793;0,7;1,2;2,4;93
12/7/2016;316,99;1312;1783;5,4;2,5;5;91
13/7/2016;316,98;1525;1760;0;2,8;5,77;82
14/7/2016;316,97;1555;1790;0;3,6;7,29;73
15/7/2016;316,96;1463;1698;0;4,2;8,58;74
16/7/2016;316,95;1458;1693;0;4,7;9,53;67
17/7/2016;316,95;1479;1479;0;4,3;8,76;68
18/7/2016;316,94;1482;1717;0;3,8;7,71;63
19/7/2016;316,93;1479;1714;0;3,3;6,65;71
20/7/2016;316,92;1462;1697;0;3,4;6,81;77
21/7/2016;316,91;1485;1719;0;3,3;6,64;72
22/7/2016;316,9;1478;1712;0;4,8;9,68;60
23/7/2016;316,88;1257;1726;0;5,4;10,93;51
24/7/2016;316,87;973;1207;0;6,3;12,83;39
25/7/2016;316,86;968;1202;0;3,7;7,42;81
26/7/2016;316,84;1239;1707;0;3,4;6,77;71
27/7/2016;316,81;1015;1716;0;4,6;9,37;49
28/7/2016;316,78;1027;1728;0;5,4;10,87;40
29/7/2016;316,75;1012;1712;0;4,8;9,74;43
30/7/2016;316,72;1017;1716;0;4,8;9,71;62
31/7/2016;316,72;1716;1716;0;4,9;9,71;83
1/8/2016;316,66;352;1749;0;5,1;10,31;48
2/8/2016;316,62;784;1713;0;5;10;49
3/8/2016;316,59;1008;1704;0;4,3;8,54;53
4/8/2016;316,55;706;1634;0;5,9;11,86;45
5/8/2016;316,52;1079;1774;0;3,4;6,83;84
6/8/2016;316,49;1010;1704;0;4,7;9,42;65
7/8/2016;316,46;766;1460;0;4,6;9,14;60
8/8/2016;316,43;716;1408;0;4,9;9,85;65
9/8/2016;316,4;712;1404;0;4,8;9,58;73
10/8/2016;316,37;824;1515;0;3,4;6,73;66
11/8/2016;316,34;1023;1714;0;5,6;11,1;52
12/8/2016;316,31;1035;1725;0;6,1;12,06;48
13/8/2016;316,28;1050;1739;0;5,4;10,7;63
14/8/2016;316,25;979;1668;0;4,7;9,32;44
15/8/2016;316,22;1064;1752;0;7,5;14,94;45
16/8/2016;316,19;1054;1741;0;3,6;7,2;70
17/8/2016;316,16;1057;1744;0;5,7;11,19;68
18/8/2016;316,13;1065;1751;0;4,5;8,95;80
19/8/2016;316,11;985;1442;0;5,6;10,95;65
20/8/2016;316,1;991;1220;0;7,9;15,51;60
21/8/2016;316,09;926;1154;0;4,9;9,56;53
22/8/2016;316,08;878;1106;0;8,2;16,07;76
23/8/2016;316,07;938;1167;0;5,9;11,54;39
24/8/2016;316,03;514;1426;0;1,5;2,99;95
25/8/2016;316;731;1414;0;7,3;14,31;60
26/8/2016;315,97;688;1370;0;6,5;12,81;61
27/8/2016;315,94;675;1357;0;5,6;11,07;87
28/8/2016;315,92;852;1306;0;4,4;8,59;79
29/8/2016;315,9;950;1404;0;6,5;12,72;66
30/8/2016;315,88;964;1417;0;6,4;12,5;62
31/8/2016;315,86;966;1419;0;6,2;12,07;60
1/9/2016;315,83;996;1676;0;6,1;11,87;70
2/9/2016;315,8;1229;1908;0;5,4;10,58;55
3/9/2016;315,77;1104;1782;0;6,1;11,94;77
4/9/2016;315,74;1087;1765;0;6,1;11,83;52
5/9/2016;315,71;1114;1791;0;7,4;14,35;57
6/9/2016;315,67;1018;1919;0;6,9;13,44;40
7/9/2016;315,63;989;1888;0;8,3;16,18;38
8/9/2016;315,59;1108;2006;0;8,1;15,7;41
9/9/2016;315,55;926;1824;0;8,1;15,61;36
10/9/2016;315,51;973;1869;0;10,4;20,09;38
11/9/2016;315,47;912;1807;0;7,2;13,87;78
12/9/2016;315,44;1103;1773;0;5,8;11,21;45
13/9/2016;315,4;1071;1964;0;8,3;16,05;48
14/9/2016;315,36;1032;1923;0;6,3;12,09;56
15/9/2016;315,32;1086;1977;0;7,9;15,27;60
16/9/2016;315,28;1089;1979;0;9,3;17,82;35
17/9/2016;315,25;953;1620;0;10,3;19,69;31
18/9/2016;315,21;618;1506;0;9,3;17,72;30
19/9/2016;315,15;636;1964;0;7;13,34;69
20/9/2016;315,1;759;1865;0;4,9;9,38;71
21/9/2016;315,06;916;1799;0;7,8;15,1;62
22/9/2016;315,02;992;1874;0;11,6;22,1;49
23/9/2016;314,98;994;1874;0;8,7;15,69;54
24/9/2016;314,94;995;1874;0;9,4;17,78;52
25/9/2016;314,91;730;1389;0;9;17,11;61
26/9/2016;314,87;917;1794;0;8,3;15,63;73
27/9/2016;314,83;979;1855;0;7,6;14,42;57
28/9/2016;314,79;954;1829;0;8;15,07;34
29/9/2016;314,74;745;1837;0;11;20,82;31
30/9/2016;314,7;975;1847;0;8,5;15,96;62
1/10/2016;314,66;969;1840;0;8,5;16,03;42
2/10/2016;314,64;966;1401;0;10,6;19,93;69
3/10/2016;314,61;969;1621;0;5;9,43;56
4/10/2016;314,58;983;1634;0;5,4;10,17;64
5/10/2016;314,55;939;1589;0;10,8;20,19;50
6/10/2016;314,52;936;1586;0;8,6;16,04;43
7/10/2016;314,49;960;1609;0;11,8;22,11;49
8/10/2016;314,45;905;1770;0;10,6;19,82;43
9/10/2016;314,41;885;1749;0;8,7;16,14;50
10/10/2016;314,37;976;1838;0;9,3;17,3;54
11/10/2016;314,32;719;1796;0;8,4;15,67;72
12/10/2016;314,27;694;1768;0;9,5;17,65;63
13/10/2016;314,22;773;1846;0;10,3;19,07;58
14/10/2016;314,17;753;1824;0;8,1;14,95;70
15/10/2016;314,12;735;1804;0;6,9;12,67;74
16/10/2016;314,08;942;1796;0;10,7;19,82;46
17/10/2016;314,03;760;1827;0;12,1;22,23;35
18/10/2016;313,98;775;1839;0;8,3;15,26;35
19/10/2016;313,93;614;1783;0;8;14,63;69
20/10/2016;313,89;1011;1754;0;8,7;16;64
21/10/2016;313,85;975;1822;0;9,8;17,88;50
22/10/2016;313,81;962;1809;0;9,5;17,29;45
23/10/2016;313,77;949;1794;0;10,1;18,5;27
24/10/2016;313,73;1021;1865;0;9,3;17;49
25/10/2016;313,69;1019;1862;0;10,6;19,36;30
26/10/2016;313,65;1017;1859;0;9,7;17,58;44
27/10/2016;313,61;1030;1871;0;9,5;17,32;58
28/10/2016;313,59;945;1365;0;9,3;16,94;50
29/10/2016;313,57;915;1334;0;8,7;15,74;55
30/10/2016;313,6;1095;465;0;10,2;31,16;44
31/10/2016;313,6;1327;1327;0;10,5;18,97;42
1/11/2016;313,59;1151;1361;0;10,5;18,97;38
2/11/2016;313,59;1184;1184;0;10,7;19,33;71
3/11/2016;313,58;955;1164;0;8,6;15,6;70
4/11/2016;313,56;1412;1832;0;8,3;14,98;62
5/11/2016;313,52;1041;1879;0;9,8;17,73;53
6/11/2016;313,48;1031;1868;0;11,9;21,5;45
7/11/2016;313,44;1069;1905;0;10,4;18,78;41
8/11/2016;313,4;1095;1929;0;7,1;12,8;46
9/11/2016;313,35;855;1896;0,8;10,7;19,26;55
10/11/2016;313,3;857;1897;0;10,5;18,87;42
11/11/2016;313,25;829;1867;0;9,8;17,63;43
12/11/2016;313,2;844;1880;0;7,6;13,65;76
13/11/2016;313,15;816;1850;0;11,2;20;61
14/11/2016;313,1;850;1883;0;9;16,11;42
15/11/2016;313,05;842;1873;0;9;15,95;69
16/11/2016;313,02;935;1553;0;6;10,6;79
17/11/2016;312,99;863;1480;0;8;14,25;70
18/11/2016;312,96;921;1538;0;10,4;18,5;50
19/11/2016;312,93;935;1550;0;6,8;12,1;70
20/11/2016;312,9;914;1529;0;7,8;13,8;62
21/11/2016;312,87;917;1531;0;6;10,66;80
22/11/2016;312,83;766;1584;0;9,6;16,94;74
23/11/2016;312,78;843;1864;0;8,4;14,76;52
24/11/2016;312,73;817;1837;0;7,1;12,56;62
25/11/2016;312,68;868;1886;0;9,5;16,64;55
26/11/2016;312,63;864;1880;0;5,6;9,75;69
27/11/2016;312,6;1243;1852;10;0,5;0,88;98
28/11/2016;312,57;1249;1857;2;1,1;1,91;96
29/11/2016;312,53;1066;1876;0;7,1;12,37;64
30/11/2016;312,49;1092;1900;0;10,5;18,3;61
1/12/2016;312,45;1079;1886;0;9,1;15,87;40
2/12/2016;312,41;980;1786;0;9,4;16,36;52
3/12/2016;312,37;989;1794;0;7;12,24;73
4/12/2016;312,34;929;1532;0;7,1;12,24;55
5/12/2016;312,31;927;1529;0;5,8;10,12;85
6/12/2016;312,29;1133;1534;30,4;7,4;12,83;82
7/12/2016;312,27;1122;1523;0;4,1;7,14;74
8/12/2016;312,25;1138;1539;0,4;3,2;5,47;74
9/12/2016;312,22;942;1543;0,3;5,9;10,28;63
10/12/2016;312,23;1731;1531;14,6;6,9;11,88;57
11/12/2016;312,25;1943;1542;13,1;4,3;7,48;93
12/12/2016;312,27;1929;1528;0;4,7;8,07;90
13/12/2016;312,3;2136;1534;0,6;2,6;4,51;97
14/12/2016;312,32;1929;1528;0,2;4,8;8,36;84
15/12/2016;312,34;1885;1483;50,1;2,6;4,55;79
16/12/2016;312,34;1536;1536;0;5,5;9,6;73
17/12/2016;312,32;1141;1543;0;3,4;5,92;74
18/12/2016;312,31;1231;1432;1,6;3,6;6,21;80
19/12/2016;312,3;1326;1527;0;3,3;5,7;72
20/12/2016;312,29;1288;1489;1,8;4,9;8,46;93
21/12/2016;312,27;1116;1517;0;6,3;10,94;77
22/12/2016;312,26;1343;1543;0;5,7;9,8;63
23/12/2016;312,24;1138;1538;0;9;15,58;56
24/12/2016;312,22;1148;1548;0;10,2;17,64;73
25/12/2016;312,2;1126;1526;0;3,9;6,67;63
26/12/2016;312,21;1679;1539;0,1;6,8;11,82;79
27/12/2016;312,23;2029;1529;0;6,7;11,51;78
28/12/2016;312,22;1277;1517;0;6,4;11,02;72
29/12/2016;312,22;1490;1490;0;1,2;2,11;66
30/12/2016;312,21;1343;1543;34,6;4,8;8,34;88
31/12/2016;312,22;1748;1548;1,1;6,1;10,62;84
1/1/2017;312,24;1951;1551;1,8;7,3;12,69;86
2/1/2017;312,24;1550;1550;0,2;4,4;7,54;70
3/1/2017;312,23;1343;1543;4,4;3,4;5,93;74
4/1/2017;312,22;1352;1552;14,3;3,7;6,45;80
5/1/2017;312,23;1754;1553;12,3;3,5;5,98;87
6/1/2017;312,23;1548;1548;0;2,2;3,87;74
7/1/2017;312,22;1353;1553;0;4,9;8,48;73
8/1/2017;312,22;1549;1549;30,5;4,5;7,75;94
9/1/2017;312,25;2154;1553;0;0,9;1,51;87
10/1/2017;312,27;1892;1491;5,6;3,9;6,81;83
11/1/2017;312,31;2166;1363;1,3;3,5;6,03;91
12/1/2017;312,34;2119;1516;55;3,4;5,87;92
13/1/2017;312,4;2756;1549;0,1;1,9;3,37;80
14/1/2017;312,41;1748;1547;0;5,1;8,88;80
15/1/2017;312,45;2285;1479;0;4,7;8,23;81
16/1/2017;312,52;2957;1543;12,7;3,1;5,45;86
17/1/2017;312,59;2952;1534;0,4;4,1;7,21;75
18/1/2017;312,68;3364;1537;32,9;1,8;3,09;92
19/1/2017;312,77;3365;1532;2,3;3;5,28;81
20/1/2017;312,93;4808;1535;4,9;3,4;6,05;82
21/1/2017;313,07;4415;1537;4,1;3,1;5,43;90
22/1/2017;313,16;3392;1534;53,1;2;3,49;90
23/1/2017;313,25;3393;1530;1,1;3,6;6,44;96
24/1/2017;313,38;4226;1523;0,2;4,2;7,58;91
25/1/2017;313,5;4049;1544;0;3,8;6,78;87
26/1/2017;313,57;3020;1554;0;6;10,94;79
27/1/2017;313,66;3523;1632;0;1;1,89;80
28/1/2017;313,8;4611;1659;5,3;3;5,49;92
29/1/2017;313,87;3062;1581;0,3;5,8;10,6;80
30/1/2017;314;4287;1527;0,9;7;12,78;75
31/1/2017;314,13;4341;1568;0;6,9;12,69;80
1/2/2017;314,18;2617;1547;0;6,2;11,51;79
2/2/2017;314,24;3046;1760;0;5,2;9,55;86
3/2/2017;314,26;2165;1736;0,3;5,9;10,87;85
4/2/2017;314,4;4765;1752;53,2;2,4;4,39;95
5/2/2017;314,47;3237;1725;0,2;3,6;6,68;84
6/2/2017;314,55;3486;1754;13,3;5,3;9,92;67
7/2/2017;314,73;5629;1714;12,2;3,2;6,03;93
8/2/2017;314,85;4386;1763;13,2;5,9;11,07;91
9/2/2017;314,97;4390;1756;0,4;6,7;12,79;85
10/2/2017;315,09;4408;1764;0;6,2;11,77;84
11/2/2017;315,17;3515;1746;0,4;6;11,54;87
12/2/2017;315,24;3283;1731;0,1;4,4;8,43;89
13/2/2017;315,3;3070;1737;0;2,8;5,34;81
14/2/2017;315,37;3252;1694;3,6;4,1;7,97;82
15/2/2017;315,42;2849;1733;0;5;9,68;72
16/2/2017;315,48;3047;1706;7,8;3,3;6,3;76
17/2/2017;315,55;3188;1620;5,2;3,4;6,66;90
18/2/2017;315,64;3744;1723;0;5,7;11,02;69
19/2/2017;315,72;3270;1469;0;6,3;12,18;84
20/2/2017;315,83;3848;1364;0,1;7,2;14,13;72
21/2/2017;315,92;3419;1380;0;4,7;9,17;67
22/2/2017;316,01;3420;1374;0;4,3;8,41;68
23/2/2017;316,09;3219;1395;0;7;13,74;71
24/2/2017;316,19;3698;1412;0;4,9;9,76;85
25/2/2017;316,3;3895;1372;2,5;4,5;8,96;84
26/2/2017;316,45;4897;1441;1,9;6,9;13,74;85
27/2/2017;316,57;4232;1455;61,4;3,5;7,08;84
28/2/2017;316,71;4724;1471;0,6;0,5;1;96
1/3/2017;316,78;3209;1576;2,5;1,7;3,47;97
2/3/2017;316,91;4593;1552;96;3,5;7,12;95
3/3/2017;317,02;4227;1643;28,1;3,2;6,49;84
4/3/2017;317,21;6171;1687;7,5;5,4;10,96;95
5/3/2017;317,32;4191;1583;3,4;1,7;3,44;88
6/3/2017;317,47;5176;1604;9,5;6,4;13,21;77
7/3/2017;317,61;4819;1469;1,2;4,6;9,55;96
8/3/2017;317,72;4315;1673;0;4,1;8,55;84
9/3/2017;317,81;3787;1619;0;4,5;9,45;77
10/3/2017;317,89;3502;1569;0;5,9;12,28;84
11/3/2017;318,09;6396;1542;2,1;2,4;4,99;90
12/3/2017;318,24;5356;1695;0;1,5;3,08;90
13/3/2017;318,39;5365;1687;0,1;2,5;5,32;83
14/3/2017;318,61;7127;1700;0;4,4;9,27;79
15/3/2017;318,76;5360;1639;0;3,7;7,82;70
16/3/2017;318,86;4158;1667;0;4,2;9,06;68
17/3/2017;318,92;3062;1563;0;4,6;9,84;68
18/3/2017;319,02;4046;1543;5,3;5,5;11,86;94
19/3/2017;319,07;2780;1526;13,2;2,9;6,2;92
20/3/2017;319,12;2794;1538;18,2;1,1;2,37;95
21/3/2017;319,17;2793;1534;26,8;1;2,22;92
22/3/2017;319,23;3046;1533;70;3,6;7,76;97
23/3/2017;319,3;3297;1529;31,6;2,3;5,11;98
24/3/2017;319,37;3396;1624;1,4;3,6;7,83;88
25/3/2017;319,44;3267;1490;10,6;3,4;7,5;91
26/3/2017;319,47;2173;1411;0,4;1,7;3,82;91
27/3/2017;319,53;3160;1633;4,6;2,4;5,28;96
28/3/2017;319,57;2597;1578;0;5,1;11,28;78
29/3/2017;319,59;2049;1539;0;4,8;10,49;66
30/3/2017;319,63;2559;1537;0;2,3;5,16;93
31/3/2017;319,69;3036;1502;1,1;1,2;2,74;84
1/4/2017;319,71;2017;1505;0;4,8;10,62;82
2/4/2017;319,74;2296;1527;0;4,3;9,52;74
3/4/2017;319,74;1429;1429;0;4,3;9,62;85
4/4/2017;319,76;2120;1607;0;2,6;5,7;90
5/4/2017;319,77;1899;1642;1;2,7;6,05;96
6/4/2017;319,77;1595;1595;3,2;4,4;9,67;95
7/4/2017;319,78;1890;1633;0;6,3;13,97;83
8/4/2017;319,78;1644;1644;0;5,2;11,62;88
9/4/2017;319,79;1887;1630;0;4,5;10,03;95
10/4/2017;319,8;1823;1566;0;5,1;11,27;80
11/4/2017;319,81;1862;1605;0;4,9;10,92;86
12/4/2017;319,83;2112;1598;0;4,4;9,86;80
13/4/2017;319,85;2141;1627;0;4,1;9,02;73
14/4/2017;319,87;2127;1613;0;5,5;12,31;64
15/4/2017;319,87;1657;1657;0;5,6;12,36;74
16/4/2017;319,87;1552;1552;34,9;2,7;6,01;95
17/4/2017;319,86;1411;1669;1;2,6;5,79;86
18/4/2017;319,86;1660;1660;0,1;3,2;7,03;74
19/4/2017;319,86;1669;1669;0;4,6;10,14;82
20/4/2017;319,85;1408;1665;0;4,3;9,47;81
21/4/2017;319,84;1412;1669;0;4,2;9,25;76
22/4/2017;319,85;1914;1657;0;4,4;9,74;74
23/4/2017;319,86;1813;1556;0;4,4;9,79;73
24/4/2017;319,86;1648;1648;0;2,7;6,07;82
25/4/2017;319,86;1643;1643;1,8;0,8;1,85;95
26/4/2017;319,88;2190;1676;0,4;2,1;4,76;90
27/4/2017;319,89;1925;1668;0;2,9;6,5;80
28/4/2017;319,89;1630;1630;0;2,4;5,34;75
29/4/2017;319,89;1681;1681;0;4,1;9,21;77
30/4/2017;319,9;1931;1673;0;3,4;7,48;78
1/5/2017;319,9;1471;1471;0;3,1;6,81;90
2/5/2017;319,89;1237;1495;0,3;4,4;9,73;89
3/5/2017;319,92;2194;1421;0;2,9;6,39;74
4/5/2017;319,92;1389;1389;0;3,6;8,02;75
5/5/2017;319,91;1214;1472;0;4,4;9,85;76
6/5/2017;319,91;1486;1486;0;4,6;10,29;75
7/5/2017;319,92;1706;1448;0;3,2;7,08;85
8/5/2017;319,92;1485;1485;0;4,9;10,87;95
9/5/2017;319,91;1180;1438;0;4,7;10,4;69
10/5/2017;319,9;1265;1523;0;3,7;8,13;72
11/5/2017;319,9;1492;1492;0;3,6;7,97;84
12/5/2017;319,91;1789;1531;0;4,9;10,82;70
13/5/2017;319,9;1252;1510;0;3,5;7,7;82
14/5/2017;319,91;1720;1463;0,1;1,4;3,14;97
15/5/2017;319,92;1697;1439;0;2,1;4,57;93
16/5/2017;319,92;1475;1475;0;3,6;8,02;79
17/5/2017;319,91;1217;1474;0;2,2;4,85;95
18/5/2017;319,89;954;1470;0;4,3;9,6;75
19/5/2017;319,88;1121;1379;0;5,6;12,49;68
20/5/2017;319,87;1241;1499;0;3,7;8,16;75
21/5/2017;319,86;1245;1503;0;4;8,99;78
22/5/2017;319,86;1490;1490;0;2,8;6,27;85
23/5/2017;319,86;1457;1457;0;4;8,81;74
24/5/2017;319,85;1172;1430;0;3,3;7,23;71
25/5/2017;319,85;1410;1410;0;3,7;8,16;65
26/5/2017;319,87;2028;1513;0;3,6;8,05;62
27/5/2017;319,88;1769;1512;0;4,4;9,83;53
28/5/2017;319,87;1088;1346;0;4;8,99;52
29/5/2017;319,85;921;1435;0;3,3;7,29;79
30/5/2017;319,83;1014;1529;0;2,5;5,65;82
31/5/2017;319,82;1230;1487;0;1,6;3,64;84
1/6/2017;319,81;1169;1426;0;1,6;3,55;85
2/6/2017;319,79;972;1485;0;3,6;8,04;89
3/6/2017;319,79;1516;1516;0;3,3;7,23;64
4/6/2017;319,78;1253;1510;0;2,1;4,57;84
5/6/2017;319,79;1763;1506;0;4;8,96;57
6/6/2017;319,78;1032;1289;0;3,1;6,83;83
7/6/2017;319,77;1266;1522;0;2,7;6,03;79
8/6/2017;319,77;1513;1513;0;3,1;6,92;78
9/6/2017;319,76;1266;1523;0;4,8;10,6;54
10/6/2017;319,75;1258;1514;0;1,4;3,08;82
11/6/2017;319,74;1276;1532;0;2,6;5,72;82
12/6/2017;319,74;1500;1500;0,1;1,5;3,3;81
13/6/2017;319,74;1520;1520;0,2;3,7;8,2;71
14/6/2017;319,73;1155;1412;0;4;8,86;75
15/6/2017;319,72;1247;1503;0;3,8;8,41;71
16/6/2017;319,7;1008;1520;0;4,7;10,4;70
17/6/2017;319,7;1404;1404;0;3,1;6,88;83
18/6/2017;319,7;1421;1421;0;3,7;8,26;84
19/6/2017;319,71;1690;1433;0;3,9;8,54;78
20/6/2017;319,7;1210;1466;0;4,5;9,91;54
21/6/2017;319,69;1266;1523;0;3,7;8,1;70
22/6/2017;319,68;1257;1513;0;3,2;7,08;65
23/6/2017;319,68;1530;1530;0;4,7;10,44;75
24/6/2017;319,67;1276;1532;0;4,4;9,81;65
25/6/2017;319,66;1279;1535;0;2,7;5,88;75
26/6/2017;319,65;1278;1534;0;2,3;5,12;90
27/6/2017;319,64;1245;1500;0;2;4,41;84
28/6/2017;319,63;1202;1457;0;1,2;2,65;93
29/6/2017;319,62;1263;1519;0;3;6,71;75
